age,gender,country,daily_usage_hours,primary_platform,num_platforms_used,purpose,avg_session_minutes,night_usage,mental_health_score,addiction_level,screen_time_before_sleep
24,Male,UK,2.934215511,Instagram,1,News,43.24746808,1,6.763489665,Medium,28.09533736
22,Male,Canada,4.471815729,YouTube,4,Entertainment,17.69227885,1,6.629588877,Medium,26.21864179
26,Female,Germany,4.774842243,Instagram,5,Education,32.37166912,1,6.77622305,Medium,70.9302165
15,Female,Canada,4.081041163,TikTok,5,Education,24.22423755,0,6.077745117,Medium,73.83249167
13,Male,Australia,1.639800255,Twitter,2,Socializing,23.84006737,0,10,Low,15.54212552
20,Male,India,2.631397031,Instagram,3,News,21.37398185,1,6.771595154,Medium,52.4276786
27,Female,UK,1.202056443,YouTube,1,News,32.62161674,0,8.286690106,Low,71.17593639
15,Male,India,4.62992906,Twitter,3,Socializing,21.14166422,1,7.111666785,Medium,49.41529012
24,Male,Canada,2.174705261,YouTube,2,Socializing,24.11657924,1,8.178634149,Low,34.30416445
22,Male,India,1.311806519,YouTube,2,Education,26.05474355,1,9.043949549,Low,48.00351059
19,Female,USA,0.853389947,Instagram,4,Socializing,37.63235668,1,8.709078651,Low,37.06413395
22,Male,Canada,4.062958093,YouTube,1,Socializing,11.57010547,1,6.425502699,Medium,40.27892895
17,Female,India,1.020461909,YouTube,4,Entertainment,29.45592464,0,8.941294274,Low,59.97975763
22,Male,UK,0.7220787,YouTube,1,News,31.93270523,0,9.894394355,Low,78.51463043
17,Female,UK,5.246868656,Instagram,4,News,8.134192863,1,5.610289201,High,22.76485381
26,Female,Germany,5.357260872,Twitter,5,Entertainment,31.77891529,1,4.863491538,High,43.40945452
19,Female,UK,2.052080666,Twitter,5,Socializing,11.28957641,0,9.215456998,Low,35.52740718
27,Male,USA,2.223109734,YouTube,5,Entertainment,28.10670034,0,6.7780006,Low,51.25681258
21,Male,USA,4.402576209,Instagram,3,Entertainment,16.24264669,1,5.791108431,Medium,34.07734426
24,Female,India,1.228946262,YouTube,1,News,13.61610645,1,9.186370061,Low,41.96775238
17,Male,India,4.003491148,TikTok,5,Socializing,24.76603591,1,6.941887778,Medium,30.75768766
13,Male,India,4.565083961,Instagram,2,Socializing,22.98970989,0,5.313011882,Medium,18.46388291
22,Male,USA,5.457493796,TikTok,5,Entertainment,37.10624667,1,4.386742047,High,33.88975716
22,Female,Canada,5.236557287,YouTube,3,Education,23.91554375,1,4.216757633,High,15.69963562
13,Female,Germany,5.47363013,Instagram,5,Socializing,27.24944154,1,5.363015414,High,47.11739642
27,Female,India,1.538015744,YouTube,2,Education,31.72110453,0,10,Low,12.19314956
14,Female,Australia,2.007227411,Snapchat,5,Socializing,14.02364007,0,7.799795859,Low,36.63064145
26,Male,Brazil,3.522473895,Twitter,1,Entertainment,23.92774894,0,8.685425905,Medium,36.72200572
18,Male,India,3.015924804,YouTube,5,Entertainment,11.82092638,0,6.752871569,Medium,33.97023194
21,Female,Germany,4.39662458,Snapchat,2,Entertainment,31.75278827,0,4.148623519,Medium,43.2555311
20,Female,India,3.221625993,Instagram,1,News,26.05802712,1,5.810311332,Medium,39.00933414
25,Female,Canada,4.810286922,Instagram,4,Entertainment,38.87641309,1,4.540836555,Medium,10.48118276
17,Female,Canada,3.074774199,Instagram,4,Education,32.93836073,0,8.540573171,Medium,42.09398443
13,Female,UK,8.800272036,YouTube,3,Socializing,37.07970757,1,3.603442352,High,36.31014552
25,Male,USA,4.56318228,TikTok,1,Entertainment,20.60184477,0,5.51958258,Medium,66.50437953
19,Female,India,2.352545683,Instagram,4,Entertainment,19.12746841,0,9.126746526,Low,54.82542541
27,Male,India,6.513251945,TikTok,1,Education,14.03283247,0,3.118882981,High,38.24367124
17,Male,Brazil,2.99569262,Instagram,3,Entertainment,29.46885662,1,7.471090911,Medium,40.79755156
18,Female,Brazil,5.395083958,TikTok,4,Entertainment,30.0737157,1,6.858387094,High,34.95414748
25,Male,India,3.7031786,Twitter,3,Socializing,23.16632874,0,6.273149681,Medium,49.69996926
19,Female,Germany,5.301853445,TikTok,3,Entertainment,36.09547895,1,6.658297816,High,62.79539065
15,Male,India,3.785509887,TikTok,4,Entertainment,26.53956744,1,7.399104327,Medium,33.83860418
24,Female,USA,3.423039734,YouTube,1,Socializing,16.95941278,0,6.102018048,Medium,21.20545466
22,Female,Germany,1.878680898,YouTube,4,Entertainment,21.8278513,0,8.519537856,Low,57.76134876
15,Female,Australia,2.309048432,Instagram,2,Education,33.77676176,0,6.645281739,Low,68.08520944
17,Male,Germany,4.195874363,Instagram,4,Education,25.7964951,1,6.352799803,Medium,1.190516761
18,Male,USA,5.157863623,TikTok,1,Socializing,31.8161408,1,5.203822484,High,63.14111396
21,Male,Australia,3.880388751,Instagram,2,Entertainment,16.11457545,1,6.764240323,Medium,56.78516424
25,Female,India,3.783450317,YouTube,2,Entertainment,21.02917916,1,7.887547243,Medium,42.95647328
26,Male,India,3.359212195,TikTok,2,Socializing,27.6442181,0,7.124405261,Medium,55.7735511
24,Male,USA,3.272887991,TikTok,4,Socializing,31.95074957,0,7.365519367,Medium,39.17454334
17,Male,Brazil,2.2264025,Instagram,4,News,39.31466705,1,7.883523229,Low,20.53239531
27,Female,UK,2.835065819,Twitter,4,Socializing,12.79662787,0,7.329872155,Medium,49.94455887
13,Male,USA,5.225970399,TikTok,1,Socializing,24.21484699,1,5.201478574,High,22.74947339
26,Female,Germany,5.287348983,Twitter,5,Entertainment,44.33066336,0,4.499429319,High,31.45641854
26,Female,India,1.570816258,TikTok,1,Entertainment,25.2447489,0,7.954586251,Low,39.89258802
26,Male,Germany,2.085551532,Twitter,3,Entertainment,9.181436613,0,9.004893449,Low,40.14740107
16,Male,India,2.351516124,YouTube,4,Entertainment,30.55672344,1,7.580695513,Low,32.31599452
17,Male,Canada,5.708138034,TikTok,1,Entertainment,22.0215787,1,5.978729965,High,57.30898859
24,Male,India,2.549204967,Snapchat,1,Socializing,27.23009477,0,6.771749976,Medium,48.98378763
22,Female,USA,0.5,Snapchat,1,Socializing,34.88322256,1,9.311371301,Low,0
22,Female,India,0.670269975,Instagram,1,Education,25.99411525,1,7.52310388,Low,33.45671941
17,Male,India,2.469938643,YouTube,3,Entertainment,40.20596759,1,8.431434323,Low,49.37993855
19,Female,India,3.737540072,YouTube,4,Entertainment,42.05524645,1,6.678411611,Medium,65.67211017
16,Male,India,2.529680213,YouTube,1,Socializing,23.44457545,0,7.299683776,Medium,22.42669315
13,Male,Brazil,3.589599235,Twitter,1,Entertainment,25.37395036,1,7.667493434,Medium,58.53867351
26,Other,USA,2.686752665,Instagram,2,Socializing,17.38223936,1,7.379290796,Medium,48.65914628
26,Female,India,2.02476788,Twitter,1,Socializing,30.1981761,1,8.939439947,Low,42.45536533
17,Male,Australia,7.878995001,Instagram,4,Education,35.37097599,1,3.998803399,High,34.80921306
19,Female,India,4.083361754,Snapchat,3,Entertainment,17.00995601,0,8.063750898,Medium,50.45551984
22,Female,India,4.223274885,Snapchat,5,Socializing,28.44728903,0,5.832329672,Medium,37.05714175
22,Male,Germany,2.236479623,TikTok,2,Education,34.91720633,0,8.138764323,Low,0
18,Female,Australia,5.103132419,Instagram,3,Entertainment,19.6132438,1,6.678413167,High,47.47103481
17,Male,India,0.5,TikTok,2,News,19.77964987,1,9.279860021,Low,24.51505886
16,Female,Germany,4.621418875,YouTube,1,Entertainment,26.83598111,1,7.91099905,Medium,30.17765817
14,Female,India,2.273327712,Snapchat,3,Entertainment,18.53552136,0,9.472473479,Low,35.62754261
16,Male,India,3.315979317,YouTube,4,News,15.63417718,0,8.062172935,Medium,56.15711435
27,Female,USA,0.898313228,YouTube,1,Entertainment,25.74559543,1,6.755047672,Low,57.59920355
22,Female,USA,1.777772389,Instagram,3,Education,15.74803567,1,8.532746052,Low,44.40372949
22,Male,India,3.242875615,Instagram,3,Entertainment,33.78202545,0,7.60153551,Medium,8.137946447
15,Male,Germany,1.630306085,YouTube,4,Socializing,12.32527049,0,8.913700574,Low,37.43395986
22,Female,India,3.87350231,TikTok,2,Entertainment,37.84862823,1,6.039149144,Medium,33.56871177
13,Female,USA,1.395684636,YouTube,4,Entertainment,25.59545152,0,7.340657374,Low,46.357193
20,Male,Germany,2.318729901,YouTube,2,Entertainment,12.66089892,0,8.046110683,Low,4.503887638
17,Male,Germany,5.303457364,Twitter,3,Education,31.20052195,0,6.072560997,High,38.58486359
25,Female,USA,5.225768102,Instagram,5,Socializing,31.39662607,0,5.950395224,High,51.85060382
16,Male,Germany,2.218208164,YouTube,2,Entertainment,30.07756584,0,7.93895721,Low,31.7595926
20,Male,India,4.76156771,Twitter,4,Entertainment,24.08468422,1,6.377022396,Medium,44.88325078
19,Male,Germany,3.407545661,TikTok,3,Education,25.52895141,1,6.774506237,Medium,42.99873705
14,Male,Germany,2.524426758,Instagram,2,Content Creation,15.59171664,1,8.97042457,Medium,60.97353806
13,Male,USA,2.225020739,TikTok,2,News,12.43405811,1,9.63545405,Low,39.56406867
24,Male,Germany,1.224425286,TikTok,4,Socializing,33.29501062,1,8.331622665,Low,82.89754695
23,Male,Brazil,1.998444422,TikTok,3,Entertainment,24.29455175,1,8.958909912,Low,34.02324333
16,Female,India,1.572754313,TikTok,4,News,27.10018075,1,7.502868444,Low,0
20,Female,India,4.590459378,YouTube,1,Socializing,18.72940823,1,7.405226501,Medium,17.81041384
24,Male,India,4.066013533,Snapchat,3,Education,43.15641019,1,8.797442889,Medium,52.57413766
14,Female,USA,4.116632369,Instagram,3,Content Creation,8.627363617,1,6.213176613,Medium,7.706908846
15,Female,USA,3.636799608,Instagram,5,Socializing,27.90885532,1,10,Medium,29.53964368
24,Male,India,0.5,YouTube,4,Education,28.29143903,1,10,Low,5.945167411
13,Male,Canada,6.847064426,Snapchat,3,Socializing,33.96164843,1,4.992822819,High,34.193166
13,Male,USA,1.559448511,TikTok,5,Socializing,19.01745409,0,8.362582106,Low,44.74800279
25,Female,India,4.104836425,Instagram,1,Education,30.817525,0,7.536423221,Medium,46.97148967
15,Male,Brazil,3.423860048,Instagram,1,Education,24.04323957,0,6.753292739,Medium,38.28788622
23,Male,India,3.734654668,Twitter,5,Education,30.31172049,0,7.601955582,Medium,43.60212013
17,Female,Canada,4.041574899,YouTube,3,Entertainment,24.74722678,1,5.259548406,Medium,52.09122977
24,Female,USA,3.869153807,Instagram,4,Entertainment,20.51335916,1,7.377926354,Medium,44.9631852
15,Female,USA,1.838722967,YouTube,1,Entertainment,20.17033792,1,7.708124491,Low,16.29105879
13,Male,India,0.5,YouTube,4,Entertainment,41.72202713,1,8.794356146,Low,80.08555459
13,Female,UK,1.735510799,TikTok,1,Education,18.01894118,1,10,Low,44.4403251
20,Female,India,4.431531276,Snapchat,2,Entertainment,18.18235991,1,6.59559526,Medium,0
22,Female,UK,5.123141839,Instagram,4,Entertainment,27.44989262,0,5.585666164,High,0
23,Male,UK,3.650500806,Snapchat,3,Content Creation,13.30931424,1,4.509341739,Medium,9.790386349
24,Male,Australia,4.545405478,Instagram,4,Entertainment,30.03564725,1,7.183332075,Medium,28.48449173
25,Other,India,4.169142764,Snapchat,1,Education,19.10876631,1,5.205856899,Medium,49.25101091
25,Male,Germany,3.951340158,Instagram,4,Education,42.63161083,0,7.261939425,Medium,47.9728913
24,Female,USA,0.5,TikTok,5,News,25.98984459,1,8.671492444,Low,47.13715285
27,Male,India,5.753819189,YouTube,1,News,29.58851933,1,6.566947101,High,24.43855474
26,Male,India,2.27280041,YouTube,2,Content Creation,12.74192756,1,8.675716661,Low,34.91202566
14,Female,UK,3.318278127,TikTok,1,Entertainment,28.61467161,0,8.213220139,Medium,28.99125737
25,Female,Canada,3.83317181,TikTok,5,Socializing,40.47711982,1,7.347728706,Medium,56.55831678
15,Male,India,1.771606713,Snapchat,4,Socializing,27.13718467,0,9.557822984,Low,8.520436225
14,Female,Canada,6.291070565,TikTok,2,Education,41.9357959,0,4.481632795,High,43.90495809
15,Male,Germany,4.096535261,Instagram,5,Entertainment,22.5925578,0,5.60697775,Medium,45.29037588
19,Female,India,4.243516482,YouTube,5,Entertainment,25.63356612,1,6.759326265,Medium,52.45835578
13,Female,Brazil,3.396435762,Twitter,5,Entertainment,33.58257941,1,8.326571841,Medium,27.68015665
22,Male,USA,1.262286336,YouTube,1,Socializing,21.13480151,0,8.22278159,Low,64.98806165
20,Female,USA,4.592260363,YouTube,4,Entertainment,32.41267003,1,7.025378352,Medium,55.98385801
25,Female,India,2.479300035,Instagram,5,Education,23.6958668,1,8.252286831,Low,52.30661141
22,Female,India,2.752079292,YouTube,4,Entertainment,41.94645474,0,7.081675278,Medium,65.31487367
22,Male,India,5.233265362,Instagram,4,News,20.6919171,1,5.372017165,High,59.63630862
22,Male,Brazil,2.093747905,Instagram,1,Education,5,1,7.209903182,Low,63.38449227
26,Male,Australia,3.690194019,Instagram,2,Entertainment,20.22347387,1,9.738090834,Medium,27.22555576
14,Female,Brazil,5.348310063,YouTube,1,Entertainment,22.1837502,1,5.270049732,High,29.34069416
15,Female,India,1.638305711,Snapchat,3,Socializing,20.06370838,1,7.407864511,Low,61.73350847
21,Female,Germany,4.302715977,Twitter,5,News,31.19444594,0,7.882263342,Medium,0
19,Male,Germany,3.521797556,YouTube,3,Socializing,38.31227581,0,6.866858466,Medium,79.18074853
16,Male,India,4.116144112,YouTube,2,Entertainment,25.87686129,0,7.291624474,Medium,29.3297412
22,Female,USA,7.377156029,YouTube,4,Education,7.925908847,0,4.143181263,High,32.28590505
17,Female,India,0.5,Instagram,4,Socializing,15.36335777,1,10,Low,29.02804189
14,Female,India,5.3272986,Instagram,2,News,47.34172008,0,5.363749137,High,32.56893838
25,Female,India,0.943378634,Snapchat,2,Socializing,29.75975247,1,8.916800415,Low,63.67506251
23,Female,Brazil,3.862360928,TikTok,1,Education,57.84142837,0,7.697486868,Medium,84.22402711
25,Male,Canada,3.026456049,TikTok,3,Socializing,32.7935823,0,8.355905932,Medium,8.529718363
20,Male,USA,2.791118655,TikTok,4,Socializing,7.921481836,1,5.441556303,Medium,17.27261534
16,Female,India,1.483630721,TikTok,4,Socializing,37.71121829,0,7.762931317,Low,16.08542493
21,Male,India,1.992495611,Snapchat,2,Content Creation,5,1,9.323411604,Low,51.63860623
17,Male,India,3.672671262,TikTok,3,Entertainment,23.67975786,0,7.090367723,Medium,53.64955939
25,Female,Australia,1.837968742,Instagram,3,Entertainment,27.58647518,1,8.496054962,Low,48.13031269
21,Female,Germany,4.239475843,Instagram,4,Education,22.47795034,0,6.046713947,Medium,29.71695428
16,Male,Germany,1.134573294,YouTube,1,Entertainment,42.6328028,1,8.878008154,Low,58.38349497
22,Female,India,5.815248148,YouTube,3,Socializing,23.43153439,0,5.925465455,High,14.98850904
17,Female,India,2.561428014,TikTok,5,News,17.01958405,1,8.349006003,Medium,0
21,Male,USA,1.119256401,TikTok,1,Entertainment,34.00664632,0,10,Low,31.03197221
20,Female,USA,3.893196181,Instagram,1,Socializing,13.09561429,1,6.454274252,Medium,23.7919694
15,Female,India,2.696901231,YouTube,3,Socializing,31.73253035,1,7.627995622,Medium,40.88854395
13,Male,Australia,3.168080509,YouTube,2,Socializing,25.97992314,0,7.686618751,Medium,61.93793142
15,Male,India,4.454527055,Snapchat,5,Education,21.40565167,0,8.304458245,Medium,15.62341061
16,Female,UK,5.078337508,TikTok,2,Entertainment,22.83889824,1,4.72105582,High,72.4443518
14,Female,Canada,2.893139358,YouTube,2,Education,9.426155328,0,6.326053681,Medium,56.42081245
13,Female,Brazil,3.854102458,Instagram,2,Socializing,34.16820916,1,6.501528915,Medium,52.355458
19,Male,India,3.487360976,YouTube,3,Education,20.1729211,1,5.857922188,Medium,43.5838485
20,Female,India,3.732805027,YouTube,4,Education,38.70200858,0,5.78699266,Medium,54.08356375
19,Male,Germany,5.955553795,TikTok,4,Education,32.6362116,1,6.847320767,High,51.20911421
26,Male,USA,4.302324726,YouTube,4,Entertainment,14.74015739,1,7.484768133,Medium,24.73591629
17,Male,UK,3.953778492,YouTube,5,News,31.54082392,0,5.730542013,Medium,35.55997854
24,Female,UK,5.216383442,Instagram,5,Socializing,13.60004832,0,5.982181797,High,25.40186821
13,Female,UK,6.210558954,YouTube,1,Content Creation,30.20952481,1,5.371392378,High,51.60382508
19,Female,Brazil,4.833159587,Snapchat,5,Entertainment,5,1,5.816767192,Medium,44.04302168
25,Male,India,3.712410716,Snapchat,3,News,15.14975347,0,7.999544479,Medium,31.44434852
19,Female,Canada,3.20354666,Instagram,1,Socializing,32.57129218,0,7.235170996,Medium,23.43443732
21,Male,India,1.730122968,Instagram,1,Entertainment,35.31950907,1,7.711326774,Low,25.04935936
15,Female,UK,4.235596405,Instagram,1,Entertainment,31.09235071,0,7.288424977,Medium,53.97139326
21,Female,India,5.909893198,Instagram,1,Content Creation,31.90407645,0,6.35871652,High,44.42490755
26,Female,Brazil,7.120811993,Twitter,1,Socializing,30.40905374,1,4.218254791,High,62.78812631
13,Female,Canada,2.628228901,TikTok,3,Entertainment,25.63856665,0,7.554279852,Medium,19.76806894
13,Other,Canada,2.731467572,Instagram,3,Socializing,34.65067367,0,7.699558532,Medium,24.4368651
26,Female,India,3.589573176,Snapchat,1,Entertainment,15.02224357,0,8.075384536,Medium,60.2630108
16,Female,India,1.775727488,YouTube,4,Entertainment,49.69359865,1,9.182155092,Low,32.90359957
21,Female,USA,4.603982957,TikTok,5,Socializing,28.88552673,1,5.354664819,Medium,12.88976282
18,Female,India,4.583348061,Snapchat,4,Entertainment,40.54770785,0,4.557482206,Medium,42.15298854
25,Female,USA,4.375345596,Instagram,2,Socializing,56.16891254,1,7.2459368,Medium,27.11284686
23,Male,USA,4.071528542,TikTok,4,Entertainment,25.41315221,1,6.995839633,Medium,30.74308074
15,Male,UK,3.254480704,TikTok,5,Entertainment,38.88280504,0,8.429770235,Medium,26.35000987
13,Female,UK,3.130994184,Instagram,2,Education,20.67537235,1,7.162905881,Medium,45.64320467
16,Male,India,3.014259298,YouTube,2,Education,15.31454752,1,6.795632549,Medium,60.67925507
24,Female,UK,4.147909966,TikTok,3,Entertainment,28.13849146,0,8.556642023,Medium,16.82207041
25,Male,India,4.691614914,Instagram,2,Entertainment,36.1131941,1,5.93908103,Medium,36.91364279
21,Male,USA,3.000731122,Instagram,5,Entertainment,38.65988237,1,6.891199994,Medium,44.48640358
15,Female,Germany,3.904815284,Instagram,4,Entertainment,24.23790495,0,7.590830479,Medium,33.53848342
24,Male,USA,4.21984728,YouTube,1,Socializing,19.90039443,1,6.049056372,Medium,24.25004647
21,Other,Canada,5.49715483,Instagram,1,Socializing,35.6662292,0,5.648955783,High,69.62096416
19,Female,India,3.711542058,Twitter,2,Education,11.65389212,0,6.558515484,Medium,86.83734271
24,Female,Australia,3.469814921,YouTube,1,Education,20.63364566,0,7.767240964,Medium,46.8529941
26,Female,India,3.032574314,TikTok,3,Education,20.81293128,1,5.355863676,Medium,62.80220548
27,Male,UK,3.939560989,TikTok,5,News,34.94905086,1,5.446061432,Medium,72.90760472
16,Male,Brazil,4.05668106,TikTok,4,Entertainment,26.1964293,0,6.568830942,Medium,67.3130887
15,Male,USA,1.482469571,TikTok,4,Socializing,20.08756373,1,7.9036871,Low,32.67422431
22,Male,UK,4.066749224,Snapchat,3,Entertainment,38.59233742,0,6.879258483,Medium,48.20636824
27,Female,Canada,4.065115146,TikTok,1,Socializing,33.02715914,1,7.061204722,Medium,80.9297043
17,Female,Canada,3.297454475,TikTok,4,News,30.75340793,1,8.331626535,Medium,33.16432305
17,Male,Canada,6.470200399,YouTube,2,Entertainment,39.85695668,0,5.747435214,High,15.33127735
15,Female,USA,3.242260992,Snapchat,1,Socializing,21.05366682,0,8.105894997,Medium,65.34732589
24,Male,Canada,4.672843016,Snapchat,2,Entertainment,33.69354196,1,5.338852077,Medium,35.53346235
21,Female,UK,1.860219489,Snapchat,3,Entertainment,15.319425,0,9.533426078,Low,25.42846046
16,Male,India,3.03134574,TikTok,4,Entertainment,21.57742257,1,8.277691617,Medium,39.33529783
23,Male,India,4.328972945,Instagram,3,News,5,0,7.30530039,Medium,28.88911828
17,Female,USA,2.336485137,Snapchat,4,Entertainment,21.69792057,0,7.774255178,Low,22.77922969
16,Male,Germany,1.708105331,Instagram,1,Education,9.73498056,1,8.638735735,Low,56.59262151
17,Male,Germany,3.071358583,YouTube,2,Education,42.89838109,0,6.700517567,Medium,43.05434693
19,Male,USA,3.023936789,Instagram,1,Education,22.89036291,1,6.674280404,Medium,42.82529433
21,Female,Brazil,3.372095958,Instagram,2,Socializing,5,1,7.568660367,Medium,57.961449
19,Male,Brazil,4.21067948,Instagram,2,Education,27.18375849,1,6.632054839,Medium,21.06173161
25,Female,India,3.291844114,TikTok,1,Entertainment,5.649854789,1,7.102037171,Medium,82.56002645
17,Female,India,2.29769004,Snapchat,1,Entertainment,27.81495195,1,6.539899821,Low,34.06953677
22,Male,Germany,5.161990242,YouTube,2,Content Creation,23.89169185,1,5.852048199,High,0
22,Other,Canada,5.849101735,TikTok,4,Entertainment,21.32302905,0,4.772664583,High,36.00357763
19,Male,Brazil,3.915123382,YouTube,5,Entertainment,28.05480184,1,6.599147863,Medium,26.00201082
26,Male,India,4.896304475,Instagram,5,Entertainment,23.78055783,0,5.956034148,Medium,47.80080809
27,Male,USA,4.684221994,Instagram,2,Education,31.73597007,0,5.692315056,Medium,33.74709474
22,Male,UK,3.994319313,Instagram,3,News,25.01059096,1,6.992700723,Medium,74.68369782
17,Female,India,2.822847204,Twitter,4,Entertainment,35.33381545,0,9.603887304,Medium,34.07962062
15,Male,India,3.738161464,TikTok,2,Entertainment,15.67600845,0,6.392363851,Medium,35.213257
19,Male,Canada,4.546207874,YouTube,1,Entertainment,41.60959575,0,8.196257271,Medium,5.649437705
25,Female,UK,4.27486405,YouTube,5,Education,28.72330661,0,8.266031298,Medium,44.11038964
23,Male,USA,0.868696005,Snapchat,1,Entertainment,22.02824289,0,9.929485917,Low,44.15308497
23,Female,India,2.809380541,TikTok,2,Socializing,5,1,7.876630837,Medium,58.29315458
14,Male,UK,4.685541619,Instagram,3,Entertainment,44.61598947,1,5.582746803,Medium,48.04640125
27,Male,India,2.791380947,Instagram,4,Entertainment,28.6751585,1,6.877653501,Medium,60.53886107
24,Female,USA,4.95274375,TikTok,2,News,21.57771442,1,5.341532367,Medium,29.33124039
21,Female,India,4.744751564,YouTube,1,Entertainment,17.14406012,1,6.445529394,Medium,0
22,Female,Canada,2.372866509,Instagram,1,Socializing,39.95289494,1,7.719579831,Low,25.95506665
22,Male,UK,5.287471858,Instagram,5,Entertainment,44.80780185,0,5.810833527,High,48.26646975
24,Male,Canada,4.703443143,Twitter,1,Socializing,32.22588764,1,6.747338448,Medium,72.1411221
13,Female,USA,6.57864836,Twitter,2,Education,7.738131277,1,6.247595833,High,36.42532759
25,Female,India,2.652860255,Instagram,2,Entertainment,22.56610287,1,7.107721071,Medium,35.21249486
18,Male,Germany,3.19394383,Instagram,3,Education,31.63266425,0,6.409974855,Medium,14.62030568
19,Male,USA,2.702545052,Snapchat,1,Content Creation,25.63580212,0,8.594658707,Medium,17.16227385
26,Female,UK,3.003937156,TikTok,4,Entertainment,33.45994653,0,6.260028498,Medium,19.04191758
25,Female,Germany,2.639697724,TikTok,3,Entertainment,31.85538921,0,7.462640415,Medium,0
20,Female,India,3.539831806,TikTok,2,Socializing,17.7423354,1,7.303014566,Medium,3.744819183
22,Female,Germany,3.715649262,YouTube,1,Socializing,30.49820677,0,7.921823239,Medium,49.52006638
21,Male,India,4.307794343,Instagram,3,Entertainment,26.07890046,1,6.857386953,Medium,42.20000856
14,Male,USA,3.757242758,Snapchat,2,News,5,1,6.825237431,Medium,11.82734246
23,Male,USA,6.7177786,TikTok,3,Education,22.88284306,0,6.506513814,High,93.35817267
22,Female,Germany,5.740883897,YouTube,3,Socializing,26.83854514,0,5.398847991,High,3.33089408
14,Male,India,2.504462142,TikTok,3,Education,16.38732047,1,7.915930752,Medium,28.65279023
17,Male,India,5.034993147,Instagram,5,Entertainment,37.44740031,1,5.628363214,High,31.83108875
25,Female,USA,5.238353637,Twitter,4,News,19.08868044,0,5.209549238,High,38.49121999
17,Female,India,5.54687654,Snapchat,2,Education,26.01712403,1,5.77879566,High,58.18179157
18,Male,India,2.117697294,YouTube,2,Entertainment,18.3740171,1,9.46227085,Low,53.20979315
15,Female,India,3.422034598,Instagram,5,Entertainment,29.31880273,0,7.842234557,Medium,20.88944265
20,Female,India,3.461898214,YouTube,3,Education,27.76029108,1,5.82529701,Medium,35.94788206
25,Male,UK,2.981363927,YouTube,5,Entertainment,36.71841877,0,6.907928739,Medium,27.1385971
13,Female,Brazil,5.734598016,YouTube,4,Entertainment,32.42218533,1,6.828421776,High,31.99475124
18,Female,Canada,4.537273611,Snapchat,5,Entertainment,24.59708974,1,7.023894613,Medium,13.99297801
16,Male,Canada,3.794088946,TikTok,2,Entertainment,20.86111914,1,7.494973116,Medium,68.65599692
13,Male,Canada,5.524903196,YouTube,4,Entertainment,20.05088746,1,6.044673589,High,22.03669808
27,Female,Canada,4.756038041,Instagram,2,Content Creation,21.93919373,1,6.718146556,Medium,23.79553196
19,Male,Brazil,2.878764916,YouTube,1,Socializing,26.89261472,1,7.298727964,Medium,36.14918046
21,Other,India,2.957345302,TikTok,5,Socializing,29.89831781,1,6.055986286,Medium,68.27515634
25,Male,India,4.169412455,Twitter,1,Entertainment,24.52850611,1,7.220605131,Medium,0
16,Male,USA,3.500005733,YouTube,3,Education,30.99509351,1,7.580916379,Medium,61.66562207
16,Male,USA,4.82992139,Instagram,1,Socializing,9.278663349,1,5.429499834,Medium,12.89182132
18,Male,UK,4.693301974,TikTok,3,Entertainment,28.23594853,1,5.993832698,Medium,54.1710817
24,Male,India,4.457135428,Twitter,3,News,23.45653164,1,8.410952948,Medium,24.17108669
27,Female,Brazil,3.126261962,TikTok,4,Socializing,14.31511673,1,7.179717515,Medium,66.71250189
15,Male,Brazil,0.5,Twitter,2,Entertainment,26.28958487,0,8.922629377,Low,63.7315644
25,Female,Brazil,1.812341721,Instagram,4,Entertainment,22.55331953,1,6.393644391,Low,21.35286222
24,Female,USA,3.733390118,Instagram,3,News,41.49245026,0,7.129888576,Medium,49.10248963
18,Male,India,2.744492631,TikTok,5,Entertainment,30.81656546,0,6.10025731,Medium,64.13392952
19,Female,India,6.343461229,TikTok,4,Entertainment,26.51653127,1,4.289883447,High,36.50443445
23,Female,UK,4.145075688,TikTok,5,Socializing,12.79801631,1,6.762376846,Medium,44.01727118
22,Male,USA,3.551685055,Instagram,4,Entertainment,32.00503822,1,9.185192028,Medium,40.20118052
22,Male,India,3.840087168,Instagram,2,Socializing,20.35773292,1,7.590516389,Medium,45.91437689
15,Female,Germany,5.028357375,Snapchat,2,Socializing,24.5179744,1,5.247755902,High,44.25652608
19,Male,India,4.056514914,YouTube,3,Education,27.67917011,1,6.542259157,Medium,37.88079797
26,Female,Australia,4.491755185,Instagram,2,Entertainment,38.54424578,1,6.086816608,Medium,28.0331736
15,Male,India,4.127639043,Snapchat,2,Entertainment,30.39183296,1,7.536752151,Medium,18.31090417
25,Female,UK,1.078312631,TikTok,5,Socializing,9.307109781,0,9.466351574,Low,36.71821876
25,Female,India,3.194569938,TikTok,2,Entertainment,9.993800838,0,8.596881444,Medium,13.1284992
14,Male,Australia,4.485614247,Instagram,5,Socializing,18.30206457,1,6.920962141,Medium,45.04396003
24,Male,India,4.306902645,Instagram,1,Entertainment,18.30395907,1,7.589662526,Medium,40.23221973
26,Female,USA,3.326458936,Twitter,2,Socializing,19.18528046,1,6.618308527,Medium,20.16974018
22,Male,India,2.476807216,YouTube,1,Education,24.98911453,0,6.799139438,Low,16.83219377
